data_extract_date,Overdose Death Year,drug_class,Overdose Death Geography Level,Overdose Death FIPS,vdh_geography_name,health_district,Overdose Death Count,"Overdose Death Rate per 100,000 Residents",year,fips,overdose_count,overdose_rate,locality_name,locality_type,labor_force,employed,unemployed,unemployment_rate,population
6/2/2025,2019,All-Drug,Locality,51195,Wise County,Lenowisco,13,34.8,2019,51195,13,34.8,Wise County,county,13535.0,12941.0,594.0,4.4,36880.0
6/2/2025,2019,All-Drug,Locality,51197,Wythe County,Mount Rogers,4,13.9,2019,51197,4,13.9,Wythe County,county,13933.0,13454.0,479.0,3.4,28595.0
6/2/2025,2019,All-Drug,Locality,51199,York County,Peninsula,14,20.5,2019,51199,14,20.5,York County,county,32571.0,31703.0,868.0,2.7,69460.0
6/2/2025,2019,All-Drug,Locality,51510,Alexandria City,Alexandria,22,13.8,2019,51510,22,13.8,Alexandria city,city,100734.0,98627.0,2107.0,2.1,162218.0
6/2/2025,2019,All-Drug,Locality,51520,Bristol City,Mount Rogers,4,23.9,2019,51520,4,23.9,Bristol city,city,7521.0,7252.0,269.0,3.6,17124.0
6/2/2025,2019,All-Drug,Locality,51530,Buena Vista City,Central Shenandoah,0,0,2019,51530,0,0.0,Buena Vista city,city,3188.0,3093.0,95.0,3.0,6636.0
6/2/2025,2019,All-Drug,Locality,51540,Charlottesville City,Blue Ridge,6,12.7,2019,51540,6,12.7,Charlottesville city,city,25610.0,25004.0,606.0,2.4,50694.0
6/2/2025,2019,All-Drug,Locality,51550,Chesapeake City,Chesapeake,40,16.3,2019,51550,40,16.3,Chesapeake city,city,121454.0,117938.0,3516.0,2.9,247917.0
6/2/2025,2019,All-Drug,Locality,51570,Colonial Heights City,Chesterfield,5,28.8,2019,51570,5,28.8,Colonial Heights city,city,9034.0,8753.0,281.0,3.1,17900.0
6/2/2025,2019,All-Drug,Locality,51580,Covington City,Alleghany,1,18.1,2019,51580,1,18.1,Covington city,city,2374.0,2276.0,98.0,4.1,5903.0
6/2/2025,2019,All-Drug,Locality,51590,Danville City,Pittsylvania/Danville,11,27.5,2019,51590,11,27.5,Danville city,city,17832.0,16870.0,962.0,5.4,42082.0
6/2/2025,2019,All-Drug,Locality,51595,Emporia City,Crater,0,0,2019,51595,0,0.0,Emporia city,city,2316.0,2199.0,117.0,5.1,5911.0
6/2/2025,2019,All-Drug,Locality,51600,Fairfax City,Fairfax,7,29.1,2019,51600,7,29.1,Fairfax city,city,13251.0,12964.0,287.0,2.2,24425.0
6/2/2025,2019,All-Drug,Locality,51610,Falls Church City,Fairfax,1,6.8,2019,51610,1,6.8,Falls Church city,city,8058.0,7883.0,175.0,2.2,14244.0
6/2/2025,2019,All-Drug,Locality,51620,Franklin City,Western Tidewater,1,12.6,2019,51620,1,12.6,Franklin city,city,3655.0,3512.0,143.0,3.9,8403.0
6/2/2025,2019,All-Drug,Locality,51630,Fredericksburg City,Rappahannock,4,13.8,2019,51630,4,13.8,Fredericksburg city,city,15313.0,14859.0,454.0,3.0,27803.0
6/2/2025,2019,All-Drug,Locality,51640,Galax City,Mount Rogers,2,31.5,2019,51640,2,31.5,Galax city,city,2890.0,2793.0,97.0,3.4,6766.0
6/2/2025,2019,All-Drug,Locality,51650,Hampton City,Hampton,46,34.2,2019,51650,46,34.2,Hampton city,city,65894.0,63483.0,2411.0,3.7,137358.0
6/2/2025,2019,All-Drug,Locality,51660,Harrisonburg City,Central Shenandoah,8,15.1,2019,51660,8,15.1,Harrisonburg city,city,26395.0,25629.0,766.0,2.9,55103.0
6/2/2025,2019,All-Drug,Locality,51670,Hopewell City,Crater,10,44.4,2019,51670,10,44.4,Hopewell city,city,10142.0,9726.0,416.0,4.1,22915.0
6/2/2025,2019,All-Drug,Locality,51678,Lexington City,Central Shenandoah,1,13.4,2019,51678,1,13.4,Lexington city,city,2709.0,2579.0,130.0,4.8,7536.0
6/2/2025,2019,All-Drug,Locality,51680,Lynchburg City,Central Virginia,19,23.1,2019,51680,19,23.1,Lynchburg city,city,38367.0,37061.0,1306.0,3.4,80772.0
6/2/2025,2019,All-Drug,Locality,51683,Manassas City,Prince William,13,31.6,2019,51683,13,31.6,Manassas city,city,23480.0,22924.0,556.0,2.4,42868.0
6/2/2025,2019,All-Drug,Locality,51685,Manassas Park City,Prince William,2,11.4,2019,51685,2,11.4,Manassas Park city,city,10410.0,10187.0,223.0,2.1,16967.0
6/2/2025,2019,All-Drug,Locality,51690,Martinsville City,West Piedmont,6,47.8,2019,51690,6,47.8,Martinsville city,city,6004.0,5775.0,229.0,3.8,13448.0
6/2/2025,2019,All-Drug,Locality,51700,Newport News City,Peninsula,39,21.8,2019,51700,39,21.8,Newport News city,city,89557.0,86469.0,3088.0,3.4,186775.0
6/2/2025,2019,All-Drug,Locality,51710,Norfolk City,Norfolk City,49,20.2,2019,51710,49,20.2,Norfolk city,city,109850.0,106040.0,3810.0,3.5,242979.0
6/2/2025,2019,All-Drug,Locality,51720,Norton City,Lenowisco,1,25.1,2019,51720,1,25.1,Norton city,city,1572.0,1514.0,58.0,3.7,3785.0
6/2/2025,2019,All-Drug,Locality,51730,Petersburg City,Crater,18,57.4,2019,51730,18,57.4,Petersburg city,city,14951.0,14211.0,740.0,4.9,33569.0
6/2/2025,2019,All-Drug,Locality,51735,Poquoson City,Peninsula,2,16.3,2019,51735,2,16.3,Poquoson city,city,6571.0,6417.0,154.0,2.3,12452.0
6/2/2025,2019,All-Drug,Locality,51740,Portsmouth City,Portsmouth,34,36,2019,51740,34,36.0,Portsmouth city,city,43823.0,42087.0,1736.0,4.0,97478.0
6/2/2025,2019,All-Drug,Locality,51750,Radford City,New River,1,5.5,2019,51750,1,5.5,Radford city,city,8027.0,7747.0,280.0,3.5,17574.0
6/2/2025,2019,All-Drug,Locality,51760,Richmond City,Richmond City,102,44.3,2019,51760,102,44.3,Richmond city,city,126125.0,122325.0,3800.0,3.0,229895.0
6/2/2025,2019,All-Drug,Locality,51770,Roanoke City,Roanoke City,40,40.3,2019,51770,40,40.3,Roanoke city,city,48748.0,47274.0,1474.0,3.0,100444.0
6/2/2025,2019,All-Drug,Locality,51775,Salem City,Alleghany,8,31.6,2019,51775,8,31.6,Salem city,city,12786.0,12433.0,353.0,2.8,25677.0
6/2/2025,2019,All-Drug,Locality,51790,Staunton City,Central Shenandoah,3,12,2019,51790,3,12.0,Staunton city,city,12555.0,12222.0,333.0,2.7,25510.0
6/2/2025,2019,All-Drug,Locality,51800,Suffolk City,Western Tidewater,16,17.4,2019,51800,16,17.4,Suffolk city,city,45263.0,43911.0,1352.0,3.0,94062.0
6/2/2025,2019,All-Drug,Locality,51810,Virginia Beach City,Virginia Beach,49,10.9,2019,51810,49,10.9,Virginia Beach city,city,233098.0,226832.0,6266.0,2.7,458804.0
6/2/2025,2019,All-Drug,Locality,51820,Waynesboro City,Central Shenandoah,10,44.2,2019,51820,10,44.2,Waynesboro city,city,11075.0,10777.0,298.0,2.7,22027.0
6/2/2025,2019,All-Drug,Locality,51830,Williamsburg City,Peninsula,4,26.7,2019,51830,4,26.7,Williamsburg city,city,6691.0,6425.0,266.0,4.0,15829.0
6/2/2025,2019,All-Drug,Locality,51840,Winchester City,Lord Fairfax,11,39.2,2019,51840,11,39.2,Winchester city,city,14872.0,14466.0,406.0,2.7,28409.0
6/2/2025,2020,All-Drug,Locality,51001,Accomack County,Eastern Shore,6,18.6,2020,51001,6,18.6,Accomack County,county,14523,13442,1081,7.4,33395.0
6/2/2025,2020,All-Drug,Locality,51003,Albemarle County,Blue Ridge,12,10.8,2020,51003,12,10.8,Albemarle County,county,55514,52389,3125,5.6,112801.0
6/2/2025,2020,All-Drug,Locality,51005,Alleghany County,Alleghany,3,20.4,2020,51005,3,20.4,Alleghany County,county,6270,5809,461,7.4,15209.0
6/2/2025,2020,All-Drug,Locality,51007,Amelia County,Piedmont,7,53.8,2020,51007,7,53.8,Amelia County,county,6137,5769,368,6,13272.0
6/2/2025,2020,All-Drug,Locality,51009,Amherst County,Central Virginia,10,31.6,2020,51009,10,31.6,Amherst County,county,15205,14358,847,5.6,31344.0
6/2/2025,2020,All-Drug,Locality,51011,Appomattox County,Central Virginia,3,18.7,2020,51011,3,18.7,Appomattox County,county,7707,7284,423,5.5,16136.0
6/2/2025,2020,All-Drug,Locality,51013,Arlington County,Arlington,34,14.2,2020,51013,34,14.2,Arlington County,county,147636,140667,6969,4.7,238336.0
6/2/2025,2020,All-Drug,Locality,51015,Augusta County,Central Shenandoah,14,18.3,2020,51015,14,18.3,Augusta County,county,38110,36348,1762,4.6,77509.0
6/2/2025,2020,All-Drug,Locality,51017,Bath County,Central Shenandoah,1,24.3,2020,51017,1,24.3,Bath County,county,2009,1772,237,11.8,4222.0
6/2/2025,2020,All-Drug,Locality,51019,Bedford County,Central Virginia,20,25.1,2020,51019,20,25.1,Bedford County,county,37735,35742,1993,5.3,79543.0
6/2/2025,2020,All-Drug,Locality,51021,Bland County,Mount Rogers,4,64.1,2020,51021,4,64.1,Bland County,county,2600,2437,163,6.3,6258.0
6/2/2025,2020,All-Drug,Locality,51023,Botetourt County,Alleghany,7,20.8,2020,51023,7,20.8,Botetourt County,county,16253,15453,800,4.9,33605.0
6/2/2025,2020,All-Drug,Locality,51025,Brunswick County,Southside,6,37.4,2020,51025,6,37.4,Brunswick County,county,6451,5968,483,7.5,15842.0
6/2/2025,2020,All-Drug,Locality,51027,Buchanan County,Cumberland Plateau,4,19.4,2020,51027,4,19.4,Buchanan County,county,6227,5603,624,10,20280.0
6/2/2025,2020,All-Drug,Locality,51029,Buckingham County,Piedmont,2,11.6,2020,51029,2,11.6,Buckingham County,county,7018,6541,477,6.8,16801.0
6/2/2025,2020,All-Drug,Locality,51031,Campbell County,Central Virginia,15,27.1,2020,51031,15,27.1,Campbell County,county,27388,25839,1549,5.7,55693.0
6/2/2025,2020,All-Drug,Locality,51033,Caroline County,Rappahannock,13,42.1,2020,51033,13,42.1,Caroline County,county,14948,13909,1039,7,31020.0
6/2/2025,2020,All-Drug,Locality,51035,Carroll County,Mount Rogers,4,13.3,2020,51035,4,13.3,Carroll County,county,12330,11223,1107,9,29088.0
6/2/2025,2020,All-Drug,Locality,51036,Charles City County,Chickahominy,0,0,2020,51036,0,0.0,Charles City County,city,3399,3159,240,7.1,6758.0
6/2/2025,2020,All-Drug,Locality,51037,Charlotte County,Piedmont,8,67.7,2020,51037,8,67.7,Charlotte County,county,4778,4487,291,6.1,11528.0
6/2/2025,2020,All-Drug,Locality,51041,Chesterfield County,Chesterfield,113,31.5,2020,51041,113,31.5,Chesterfield County,county,186791,175396,11395,6.1,365627.0
6/2/2025,2020,All-Drug,Locality,51043,Clarke County,Lord Fairfax,0,0,2020,51043,0,0.0,Clarke County,county,7440,7086,354,4.8,14804.0
6/2/2025,2020,All-Drug,Locality,51045,Craig County,Alleghany,2,39.4,2020,51045,2,39.4,Craig County,county,2014,1896,118,5.9,4891.0
6/2/2025,2020,All-Drug,Locality,51047,Culpeper County,Rappahannock/Rapidan,19,35.5,2020,51047,19,35.5,Culpeper County,county,25906,24651,1255,4.8,52661.0
6/2/2025,2020,All-Drug,Locality,51049,Cumberland County,Piedmont,2,20.1,2020,51049,2,20.1,Cumberland County,county,5064,4778,286,5.6,9683.0
6/2/2025,2020,All-Drug,Locality,51051,Dickenson County,Cumberland Plateau,7,49.7,2020,51051,7,49.7,Dickenson County,county,4835,4448,387,8,14080.0
6/2/2025,2020,All-Drug,Locality,51053,Dinwiddie County,Crater,9,31.4,2020,51053,9,31.4,Dinwiddie County,county,13541,12668,873,6.4,27955.0
6/2/2025,2020,All-Drug,Locality,51057,Essex County,Three Rivers,3,27.4,2020,51057,3,27.4,Essex County,county,4891,4502,389,8,10607.0
